,,Name,SKU,Category,Brand,Unit,Cost Price,Sale Price,Min Stock Level,Current Stock,Description
,,COIL LXIF 230V AC 50 HZ-LC1F115/LC1F150,LX1FF220,,,,,10560.0,5,,
,,COIL LXIF 230V AC 50 HZ-LC1F185/LC1F225,LX1FG220,,,,,10560.0,5,,
,,COIL LXIF 220/230V AC FOR LC1F265/F330,LX1FH2202,,,,,11880.0,5,,
,,COIL LXIF 220/230V AC FOR LC1F400,LX1FJ220,,,,,25200.0,5,,
,,COIL LXIF 220/230V AC FOR LC1F500,LX1FK220,,,,,25200.0,5,,
,,COIL LE1F 200/220V AC FOR LC1F630/1250,LX1FL220,,,,,26400.0,5,,
,,,,,,,,,5,,
,,0.10A-0.16A,LRD01,,,,,3255.0,5,,
,,0.16A-0.25A,LRD02,,,,,3255.0,5,,
,,0.25A-0.40A,LRD03,,,,,3255.0,5,,
,,0.40A-0.63A,LRD04,,,,,3255.0,5,,
,,0.63A-1A,LRD05,,,,,3255.0,5,,
,,1A-1.7A,LRD06,,,,,3255.0,5,,
,,1.6A-2.5A,LRD07,,,,,3255.0,5,,
,,2.5A-4A,LRD08,,,,,3255.0,5,,
,,4A-6A,LRD10,,,,,3255.0,5,,
,,5.5A-8A,LRD12,,,,,3255.0,5,,
,,7A-10A,LRD14,,,,,3255.0,5,,
,,9A-13A,LRD16,,,,,3366.0,5,,
,,12A-18A,LRD21,,,,,3700.0,5,,
,,16A-24A,LRD22,,,,,4000.0,5,,
,,23A-32A,LRD32,,,,,5610.0,5,,
,,30A-38A,LRD35,,,,,5835.0,5,,
,,16A-25A,LRD325,,,,,7500.0,5,,
,,23A-32A,LRD332,,,,,7500.0,5,,
,,25A-40A,LRD340,,,,,7500.0,5,,
,,30A-40A,LRD3355,,,,,7500.0,5,,
,,37A-50A,LRD350,,,,,9000.0,5,,
,,37A-50A,LRD3357,,,,,10040.0,5,,
,,48A-65A,LRD365,,,,,9500.0,5,,
,,55A-70A,LRD3361,,,,,10300.0,5,,
,,63A-80A,LRD3363,,,,,12345.0,5,,
,,80A-104A,LRD3365,,,,,18000.0,5,,
,,80A-104A,LRD4365,,,,,22330.0,5,,
,,95A-120A,LRD4367,,,,,23500.0,5,,
,,110A-140A,LRD4369,,,,,24500.0,5,,
,,30A-40A,LR9-F5357,,,,,25000.0,5,,
,,48A-80A,LR9-F5363,,,,,25000.0,5,,
,,60A-100A,LR9-F5367,,,,,33435.0,5,,
,,90A-150A,LR9-F5369,,,,,34500.0,5,,
,,132A-220A,LR9-F5371,,,,,35700.0,5,,
,,200A-330A,LR9-F7375,,,,,35700.0,5,,
,,300A-500A,LR9-F7379,,,,,42000.0,5,,
,,380A-630A,LR9-F7381,,,,,45000.0,5,,
,,,,,,,,,5,,
,,"0.40A-0.63A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME04,,,,,5835.0,5,,
,,"0.63A-1A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME05,,,,,5835.0,5,,
,,"1A-1.6A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME06,,,,,5835.0,5,,
,,"1.6A-2.5A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME07,,,,,5835.0,5,,
,,"2.5A-4A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME08,,,,,5835.0,5,,
,,"4A-6.3A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME10,,,,,5835.0,5,,
,,"6A-10A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME14,,,,,6956.0,5,,
,,"9A-14A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME16,,,,,6956.0,5,,
,,"13A-18A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME20,,,,,6956.0,5,,
,,"17A-23A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME21,,,,,7295.0,5,,
,,"20A-25A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME22,,,,,7295.0,5,,
,,"24A-32A, TP, Motor Protection Circuit Breaker (MPCB)",GV2ME32,,,,,7295.0,5,,
,,"23A-32A, TP, Motor Protection Circuit Breaker (MPCB)",GV3P32,,,,,24235.0,5,,
,,"30A-40A, TP, Motor Protection Circuit Breaker (MPCB)",GV3P40,,,,,24235.0,5,,
,,"37A-50A, TP, Motor Protection Circuit Breaker (MPCB)",GV3P50,,,,,25360.0,5,,
,,"48A-65A, TP, Motor Protection Circuit Breaker (MPCB)",GV3P65,,,,,25360.0,5,,
,,"62A-73A, TP, Motor Protection Circuit Breaker (MPCB)",GV3P73,,,,,25360.0,5,,
,,"56A-80A, TP, Motor Protection Circuit Breaker (MPCB)",GV3ME80,,,,,1460.0,5,,
,,"132A-200A, TP, Motor Protection Circuit Breaker (MPCB)",GV7RS220,,,,,1460.0,5,,
,,"1NO+1NC, Auxiliary Contact Top Block",GVAE11,,,,,1460.0,5,,
,,"1NO+1NC, Auxiliary Contact Side Block",GVAN11,,,,,1460.0,5,,
,,,,,,,,,5,,
,,,,,,,,,5,,
,,"0.25 KW, TP, DOL Starter with Overload (0.54A- 0.8A)",LE1-M35Q705,,,,,7405.0,5,,
,,"0.37 KW, TP, DOL Starter with Overload (0.8A- 1.2A)",LE1-M35Q706,,,,,7405.0,5,,
,,"0.55 KW, TP, DOL Starter with Overload (1.2A- 1.8A)",LE1-M35Q707,,,,,7405.0,5,,
,,"0.75 KW, TP, DOL Starter with Overload (1.8A- 2.6A)",LE1-M35Q708,,,,,7405.0,5,,
,,"1.5 KW, TP, DOL Starter with Overload (2.6A- 3.7A)",LE1-M35Q710,,,,,7405.0,5,,
,,"2.2 KW, TP, DOL Starter with Overload (3.7A- 5.5A)",LE1-M35Q712,,,,,7405.0,5,,
,,"3.0 KW, TP, DOL Starter with Overload (5.5A-8A)",LE1-M35Q714,,,,,7405.0,5,,
,,"4 KW, TP, DOL Starter with Overload (8A- 11.5A)",LE1-M35Q716,,,,,7405.0,5,,
,,"5.5 KW, TP, DOL Starter with Overload (10A- 14A)",LE1-M35Q721,,,,,8080.0,5,,
,,"7.5 KW, TP, DOL Starter with Overload (12A- 16A)",LE1-M35Q722,,,,,9090.0,5,,
,,,,,,,,,5,,
,,,,,,,,,5,,
,,3 Phase Control Relay 2 C/O Phase Failure,RM22TG20,,,,,5200.0,5,,
,,Phase sequence Control & Total Loss of Phase Detection,RM17TG20,,,,,5400.0,5,,
,,"Multifunction Timer 1C/O ,24V AC/DC & 240 AC",RE17RMEMUBA,,,,,5400.0,5,,
,,"Module 3, 3 Phase voltage Control Relay, Harmony 5A, ICO, 208-480V AC",RM17UB310,,,,,8000.0,5,,
,,,,,,,,,5,,
,,"ATV320, 0.18 KW, Single Phase Supply 200V-240V AC, 50/60 HZ",ATV320U02M2C,,,,,35000.0,5,,
,,"ATV320, 0.37 KW, Single Phase Supply 200V-240V AC, 50/60 HZ",ATV320U06M2C,,,,,37000.0,5,,
,,"ATV320, 0.55 KW, Single Phase Supply 200V-240V AC, 50/60 HZ",ATV320U06M2C,,,,,40000.0,5,,
,,"ATV320, 0.75 KW, Single Phase Supply 200V-240V AC, 50/60 HZ",ATV320U07M2C,,,,,42500.0,5,,
,,"ATV320, 1.1 KW, Single Phase Supply 200V-240V AC, 50/60 HZ",ATV320U11M2C,,,,,48950.0,5,,
,,"ATV320, 1.5 KW, Single Phase Supply 200V-240V AC, 50/60 HZ",ATV320U15M2C,,,,,50000.0,5,,
,,"ATV320, 2.2 KW, Single Phase Supply 200V-240V AC, 50/60 HZ",ATV320U22M2C,,,,,54000.0,5,,
,,,,,,,,,5,,
,,"ATV320, 0.37 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U04N4C,,,,,40000.0,5,,
,,"ATV320, 0.55 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U06N4C,,,,,41000.0,5,,
,,"ATV320, 0.75 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U07N4C,,,,,45000.0,5,,
,,"ATV320, 1.1 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U11N4C,,,,,48000.0,5,,
,,"ATV320, 1.5 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U15N4C,,,,,52000.0,5,,
,,"ATV320, 2.2 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U22N4C,,,,,57500.0,5,,
,,"ATV320, 3.0 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U30N4C,,,,,57900.0,5,,
,,"ATV320, 4.0 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U40N4C,,,,,63690.0,5,,
,,"ATV320, 5.5 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U55N4B,,,,,107690.0,5,,
,,"ATV320, 7.5 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U75N4B,,,,,120000.0,5,,
,,"ATV320, 11 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320U11N4B,,,,,160000.0,5,,
,,"ATV320, 15 KW, 3 Phase, 380V- 500V AC, 50/60 HZ",ATV320D15N4B,,,,,176220.0,5,,
,,,,,,,,,5,,
,,"18.5 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D18N4,,,,,261910.0,5,,
,,"22 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D22N4,,,,,282040.0,5,,
,,"30 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D30N4,,,,,335830.0,5,,
,,"37 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D37N4,,,,,389510.0,5,,
,,"45 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D45N4,,,,,443190.0,5,,
,,"55 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D55N4,,,,,537240.0,5,,
,,"75 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D75N4,,,,,644710.0,5,,
,,"90 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630D90N4,,,,,778910.0,5,,
,,"110 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630C11N4,,,,,980430.0,5,,
,,"130 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630C13N4,,,,,1047530.0,5,,
,,"160 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630C16N4,,,,,1235520.0,5,,
,,"220 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630C22N4,,,,,1678710.0,5,,
,,"250 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630C25N4,,,,,2014430.0,5,,
,,"315 KW 3 Phase Supply 380-480V, 50/60 Hz",ATV630C31N4,,,,,POA,5,,
,,,,,,,,,5,,
,,"0.37 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310H037N4E,,,,,35000.0,5,,
,,"0.75 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310H075N4E,,,,,42000.0,5,,
,,"1.5 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HU15N4E,,,,,43000.0,5,,
,,"2.2 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HU22N4E,,,,,47000.0,5,,
,,"4 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HU40N4E,,,,,56000.0,5,,
,,"5.5 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HU55N4E,,,,,96000.0,5,,
,,"7.5 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HU75N4E,,,,,110000.0,5,,
,,"11 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HD11N4E,,,,,150000.0,5,,
,,"15 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HD15N4E,,,,,160000.0,5,,
,,"18.5 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HD18N4EF,,,,,230000.0,5,,
,,"22 KW 3 Phase Supply 380-460V, 50/60 Hz",ATV310HD22N4EF,,,,,250000.0,5,,
,,,,,,,,,5,,
,,"7.5 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D17Q/Y,,,,,90000.0,5,,
,,"11 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D22Q/Y,,,,,105000.0,5,,
,,"15 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D32Q/Y,,,,,123000.0,5,,
,,"18.5 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D38Q/Y,,,,,130000.0,5,,
,,"22 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D47Q/Y,,,,,140000.0,5,,
,,"30 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D62Q/Y,,,,,170000.0,5,,
,,"37 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D75Q/Y,,,,,190000.0,5,,
,,"45 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48D88Q/Y,,,,,220330.0,5,,
,,"55 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C11Q/Y,,,,,235000.0,5,,
,,"75 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C14Q/Y,,,,,275000.0,5,,
,,"90 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C17Q/Y,,,,,306020.0,5,,
,,"110 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C21Q/Y,,,,,391600.0,5,,
,,"132 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C25Q/Y,,,,,452870.0,5,,
,,"160 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C32Q/Y,,,,,489500.0,5,,
,,"220 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C41Q/Y,,,,,648670.0,5,,
,,"250 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C48Q/Y,,,,,685300.0,5,,
,,"315 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C59Q/Y,,,,,765000.0,5,,
,,"355 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C66Q/Y,,,,,795520.0,5,,
,,"400 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48C79Q/Y,,,,,1100000.0,5,,
,,"500 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48M10Q/Y,,,,,1550000.0,5,,
,,"630 KW, Three Phase Supply 230V-415 V AC, 50/60 HZ",ATS48M12Q/Y,,,,,2000000.0,5,,
,,,,,,,,,5,,
,,2.5KVAR Standard Duty Power Capacitor 400V 50/60Hz,BLRCS025A030B40,,,,,6865.0,5,,
,,5KVAR Standard Duty Power Capacitor 400V 50/60Hz,BLRCS050A060B44,,,,,8200.0,5,,
,,7.5KVAR Standard Duty Power Capacitor 400V 50/60Hz,BLRCS075A090B44,,,,,9050.0,5,,
,,12.5KVAR Standard Duty Power Capacitor 400V 50/60Hz,BLRCS125A150B44,,,,,10900.0,5,,
,,20KVAR Standard Duty Power Capacitor 400V 50/60Hz,BLRCS200A240B44,,,,,13110.0,5,,
,,25KVAR Standard Duty Power Capacitor 400V 50/60Hz,BLRCS250A300B44,,,,,13900.0,5,,
,,50KVAR Heavy Duty Power Capacitor 400V 50/60Hz,BLRCH500A000B44,,,,,29700.0,5,,
,,Capacitor Duty Contactor for 25KVAR Coil 220V 50/60Hz,LC1DMKM7,,,,,11000.0,5,,
,,,,,,,,,5,,
,,"Varlogic NR6 (6 Step), Power Factor Control Relay",52448,,,,,52920.0,5,,
,,Varlogic NR12 (12 step) Power Factor Control Relay,52449,,,,,62597.0,5,,
,,Varlogic NRC12 (12 Step) Power Factor Control Relay with Communication & Sensing Current Measurement,52450,,,,,POA,5,,
,,"RT6 Controller ,6 Step Outputs",51207,,,,,30300.0,5,,
,,"RT12 Controller, 12 Step Outputs",51213,,,,,44500.0,5,,
,,,,,,,,,5,,
,,"PM5310 Basic Energy Meter with True RMS Measurement of A, V, F & power factor (Integrated Display)",METSEPM5310,,,,,40100.0,5,,
,,"PM5330 Meter, Modbus up to 31st H 2DI/2DO 35 alarms",METSEPM5330,,,,,45000.0,5,,
,,"PM5320 Meter, Ethernet, up to 31st H, 256K 2DI/2DO 35 alarms",METSEPM5320/5340,,,,,54000.0,5,,
,,PM 2130 VAF P&E RS485 31st Har CL 0.5S (LED Display),METSEPM2130,,,,,22300.0,5,,
,,"EM6438 1.0 RS, DUAL SOURCE ENERGY METERS",EM6438,,,,,19440.0,5,,
,,Energy kWH Meter,EM6433,,,,,20000.0,5,,
,,EM6436 Dual 1.0 RS Dual Source Energy,30002277,,,,,24840.0,5,,
,,EM6436 Dual 0.5 RS Dual Source Energy,30002278,,,,,27000.0,5,,
,,,,,,,,,5,,
,,Amp &Volt Meter (Digital),METSEDM6000,,,,,11198.0,5,,
,,Amp &Volt Meter (Digital) with RS485,METSEDM6200,,,,,12960.0,5,,
,,DM3000 Digital Amp Meter Three Phases Easy Logic,METSEDM3110,,,,,4500.0,5,,
,,DM3000 Digital Volt Meter Three Phases Easy Logic,METSEDM3210,,,,,4500.0,5,,
,,EasyLogic - Digital Panel Meter DM1000 - Amper meter - single phase,METSEDM1110,,,,,3000.0,5,,
,,EasyLogic - Digital Panel Meter DM1000 - Voltmeter - single phase,METSEDM1210,,,,,3300.0,5,,
,,EasyLogic - Digital Panel Meter DM1000 - Frequency meter - single phase,METSEDM1310,,,,,3000.0,5,,
,,,,,,,,,5,,
,,"8 Pin 24V AC 12A, Miniature Plug-in Relay",RXM2AB2B7,,,,,830.0,5,,
,,"8 Pin 24V DC 12A, Miniature Plug-in Relay",RXM2AB2BD,,,,,830.0,5,,
,,"8 Pin 110V AC 12A, Miniature Plug-in Relay",RXM2AB2F7,,,,,830.0,5,,
,,"8 Pin 220V AC 12A, Miniature Plug-in Relay",RXM2AB2P7,,,,,830.0,5,,
,,"12A, Base for 8 Pin Miniature Plug-in Relay",RXZE2S108M,,,,,500.0,5,,
,,"11 Pin 24V AC 10A, Miniature Plug-in Relay",RXM3AB2B7,,,,,1000.0,5,,
,,"11 Pin 24V DC 10A, Miniature Plug-in Relay",RXM3AB2BD,,,,,1000.0,5,,
,,"11 Pin 110V AC 10A, Miniature Plug-in Relay",RXM3AB2F7,,,,,1000.0,5,,
,,"11 Pin 220V AC 10A, Miniature Plug-in Relay",RXM3AB2P7,,,,,1000.0,5,,
,,"10A, Base for 11 Pin Miniature Plug-in Relay",RXZE2S111M,,,,,500.0,5,,
,,"14 Pin 24V AC 6A, Miniature Plug-in Relay",RXM4AB2B7,,,,,1100.0,5,,
,,"14 Pin 24V DC 6A, Miniature Plug-in Relay",RXM4AB2BD,,,,,1100.0,5,,
,,"14 Pin 110V AC 6A, Miniature Plug-in Relay",RXM4AB2F7,,,,,1100.0,5,,
,,"14 Pin 220V AC 6A, Miniature Plug-in Relay",RXM4AB2P7,,,,,1100.0,5,,
,,"6A, Base for 11 Pin Miniature Plug-in Relay",RXZE2S114M,,,,,500.0,5,,
,,,,,,,,,5,,
,,Illuminated Push Switch with GREEN (Metal Bezel),XB4BW3365,,,,,3000.0,5,,
,,Illuminated Push Switch with RED (Metal Bezel),XB4BW3465,,,,,3000.0,5,,
,,Illuminated Push Switch with YELLOW (Metal Bezel),XB4BW3565,,,,,3000.0,5,,
,,"Illuminated Push Switch, GREEN, 1NO, 220V (Plastic Bezel)",XA2EW33M1,,,,,1400.0,5,,
,,"Illuminated Push Switch, RED, 1NC, 220V (Plastic Bezel)",XA2EW34M2,,,,,1400.0,5,,
,,"Illuminated Push Switch, YELLOW, 1NO, 220V (Plastic Bezel)",XA2EW35M1,,,,,1400.0,5,,
,,"Push Switch, Flush, GREEN, 1 NO (Plastic Bezel)",XA2EA32,,,,,600.0,5,,
,,"Push Switch, Flush, RED, 1 NC (Plastic Bezel)",XA2EA42,,,,,600.0,5,,
,,Push Switch with YELLOW (Plastic Bezel),XA2EA51,,,,,600.0,5,,
,,"Emergency Switch, Off/Red (Turn to release 40mm), 1 NC",XA2ES542,,,,,1000.0,5,,
,,"Emergency Stop Switch, Metal, Red, Ø22, Trigger",XB4BS8442,,,,,4500.0,5,,
,,,,,,,,,5,,
,,2 Position Selector Switch 1NO+1NC,XA2ED25,,,,,900.0,5,,
,,"2 Position Selector Switch Soring Return, 1 NO",XA2ED41,,,,,700.0,5,,
,,"3 Position Selector switch, 2NO",XA2ED33,,,,,900.0,5,,
,,"3 Position Selector switch, Spring Return, 2NO",XA2ED53,,,,,1000.0,5,,
,,Contact Block 1NO,ZA2EE101,,,,,200.0,5,,
,,Contact Block 1NC,ZA2EE102,,,,,200.0,5,,
,,"2 Position Selector Switch, Metal, Black, 22mm, Stay Put, 1NO",XB4BJ21,,,,,3500.0,5,,
,,"3 Position Selector Switch, Metal, Black, 22mm, Stay Put, 2NO",XB4BJ33,,,,,4500.0,5,,
,,"3 Position Selector Switch, Key Type, Metal, Black, 22mm, Stay Put, 2NO",XB4BG33,,,,,5200.0,5,,
